z,A,R_tilde,K_tilde,det_g
416.4164,0.9837165989,141683764219.36987,1.611262629588416e+22,-0.0
417.4174,0.9836975496,142664774852.64545,1.6338300657088737e+22,-0.0
418.4184,0.9836785375,143650167128.18747,1.6566590516857336e+22,-0.0
419.4194,0.9836595624,144639949872.682,1.6797519951991168e+22,-0.0
420.4204,0.9836406242,145634131900.43158,1.7031113204613922e+22,-0.0
421.4214,0.9836217227,146632722036.50183,1.726739468317133e+22,-0.0
422.4224,0.9836028579,147635729096.31763,1.7506388962973722e+22,-0.0
423.4234,0.9835840295,148643161885.4112,1.7748120786982593e+22,-0.0
424.4244,0.9835652375,149655029218.83554,1.7992615066768232e+22,-0.0
425.4254,0.9835464816,150671339897.35248,1.823989688303268e+22,-0.0
426.4264,0.9835277618,151692102722.75067,1.8489991486557364e+22,-0.0
427.4274,0.983509078,152717326494.9499,1.8742924298930834e+22,-0.0
428.4284,0.9834904299,153747020004.27216,1.8998720913260113e+22,-0.0
429.4294,0.9834718175,154781192046.2304,1.9257407095100708e+22,-0.0
430.4304,0.9834532405,155819851408.14777,1.9519008783093127e+22,-0.0
431.4314,0.983434699,156863006872.6398,1.9783552089791203e+22,-0.0
432.4324,0.9834161926,157910667220.99045,2.0051063302478704e+22,-0.0
433.4334,0.9833977214,158962841233.8985,2.0321568883970257e+22,-0.0
434.4344,0.9833792852,160019537684.21613,2.059509547331269e+22,-0.0
435.4354,0.9833608838,161080765342.099,2.087166988664718e+22,-0.0
436.4364,0.9833425171,162146532977.239,2.115131911801418e+22,-0.0
437.4374,0.983324185,163216849352.08017,2.1434070340083313e+22,-0.0
438.4384,0.9833058874,164291723232.09238,2.1719950905062304e+22,-0.0
439.4394,0.9832876241,165371163371.84738,2.2008988345335307e+22,-0.0
440.4404,0.9832693949,166455178528.2594,2.230121037442845e+22,-0.0
441.4414,0.9832511999,167543777456.18015,2.2596644887744412e+22,-0.0
442.4424,0.9832330388,168636968898.82855,2.2895319963273567e+22,-0.0
443.4434,0.9832149115,169734761606.26794,2.319726386261114e+22,-0.0
444.4444,0.9831968179,170837164316.81992,2.350250503154226e+22,-0.0
445.4454,0.9831787579,171944185770.58502,2.381107210103068e+22,-0.0
446.4464,0.9831607313,173055834709.92746,2.412299388801571e+22,-0.0
447.4474,0.983142738,174172119860.37076,2.443829939601511e+22,-0.0
448.4484,0.983124778,175293049955.89938,2.4757017816248026e+22,-0.0
449.4494,0.983106851,176418633722.5426,2.507917852824045e+22,-0.0
450.4505,0.9830889569,177548879879.14023,2.5404811100678227e+22,-0.0
451.4515,0.9830710957,178683797153.93518,2.573394529241753e+22,-0.0
452.4525,0.9830532673,179823394262.38184,2.606661105303857e+22,-0.0
453.4535,0.9830354714,180967679918.07504,2.6402838523819894e+22,-0.0
454.4545,0.983017708,182116662833.7171,2.674265803856651e+22,-0.0
455.4555,0.9829999769,183270351716.67874,2.708610012439747e+22,-0.0
456.4565,0.9829822781,184428755271.49173,2.7433195502602644e+22,-0.0
457.4575,0.9829646114,185591882199.74963,2.7783975089484985e+22,-0.0
458.4585,0.9829469768,186759741206.3658,2.8138469997272132e+22,-0.0
459.4595,0.982929374,187932340986.05347,2.8496711534781e+22,-0.0
460.4605,0.982911803,189109690230.62604,2.8858731208364463e+22,-0.0
461.4615,0.9828942637,190291797631.6116,2.922456072277789e+22,-0.0
462.4625,0.982876756,191478671874.88715,2.959423198196335e+22,-0.0
463.4635,0.9828592796,192670321648.49734,2.9967777089996395e+22,-0.0
464.4645,0.9828418346,193866755634.6688,3.0345228351828306e+22,-0.0
465.4655,0.9828244209,195067982510.77267,3.072661827415689e+22,-0.0
466.4665,0.9828070382,196274010951.7023,3.111197956630867e+22,-0.0
467.4675,0.9827896865,197484849633.0131,3.1501345141140568e+22,-0.0
468.4685,0.9827723657,198700507227.34644,3.1894748115842888e+22,-0.0
469.4695,0.9827550757,199920992394.59674,3.229222181267216e+22,-0.0
470.4705,0.9827378164,201146313807.02435,3.269379976016406e+22,-0.0
471.4715,0.9827205876,202376480128.6625,3.309951569368785e+22,-0.0
472.4725,0.9827033893,203611500008.63635,3.3509403556254704e+22,-0.0
473.4735,0.9826862213,204851382111.61505,3.3923497499790454e+22,-0.0
474.4745,0.9826690836,206096135087.01517,3.4341831885570045e+22,-0.0
475.4755,0.982651976,207345767585.24716,3.476444128534282e+22,-0.0
476.4765,0.9826348984,208600288260.88174,3.5191360482221696e+22,-0.0
477.4775,0.9826178508,209859705751.44598,3.5622624471279943e+22,-0.0
478.4785,0.9826008329,211124028704.79675,3.605826846081972e+22,-0.0
479.4795,0.9825838448,212393265761.0528,3.649832787297583e+22,-0.0
480.4805,0.9825668863,213667425547.91446,3.69428383445563e+22,-0.0
481.4815,0.9825499573,214946516709.34406,3.739183572833153e+22,-0.0
482.4825,0.9825330577,216230547878.03467,3.7845356093506685e+22,-0.0
483.4835,0.9825161875,217519527677.69797,3.830343572667078e+22,-0.0
484.4845,0.9824993464,218813464735.87793,3.8766111132856885e+22,-0.0
485.4855,0.9824825344,220112367676.7827,3.92334190363405e+22,-0.0
486.4865,0.9824657515,221416245124.71625,3.970539638157775e+22,-0.0
487.4875,0.9824489974,222725105688.02573,4.018208033386535e+22,-0.0
488.4885,0.9824322722,224038957991.15524,4.066350828073948e+22,-0.0
489.4895,0.9824155756,225357810654.6653,4.114971783253321e+22,-0.0
490.4905,0.9823989077,226681672270.3083,4.1640746822944615e+22,-0.0
491.4915,0.9823822683,228010551454.26654,4.213663331074905e+22,-0.0
492.4925,0.9823656573,229344456816.86856,4.2637415580210146e+22,-0.0
493.4935,0.9823490746,230683396958.03815,4.3143132141960705e+22,-0.0
494.4945,0.9823325202,232027380479.80545,4.365382173407722e+22,-0.0
495.4955,0.9823159939,233376415971.45062,4.416952332278529e+22,-0.0
496.4965,0.9822994956,234730512030.91278,4.469027610370462e+22,-0.0
497.4975,0.9822830252,236089677258.5269,4.521611950266106e+22,-0.0
