z,null_t,null_r,timelike_t,timelike_r
340.3403,0.659800354491552,0.3402,0.659791056203382,-0.034021
341.3413,0.658799737930325,0.3412,0.658790412292113,-0.034121
342.3423,0.657799121139597,0.342201,0.657789768151324,-0.034221
343.3433,0.656798504118674,0.343201,0.65678912378032,-0.034321
344.3443,0.655797886866858,0.344202,0.655788479178406,-0.034421
345.3453,0.654797269383452,0.345203,0.65478783434488,-0.034521
346.3463,0.65379665166775,0.346203,0.653787189279041,-0.034621
347.3473,0.652796033719047,0.347204,0.65278654398018,-0.034721
348.3483,0.651795415536634,0.348205,0.65178589844759,-0.034821
349.3493,0.650794797119797,0.349205,0.650785252680557,-0.034921
350.3504,0.649794178467821,0.350206,0.649784606678364,-0.035022
351.3514,0.648793559579986,0.351206,0.648783960440293,-0.035122
352.3524,0.64779294045557,0.352207,0.647783313965621,-0.035222
353.3534,0.646792321093846,0.353208,0.646782667253622,-0.035322
354.3544,0.645791701494087,0.354208,0.645782020303566,-0.035422
355.3554,0.644791081655558,0.355209,0.644781373114722,-0.035522
356.3564,0.643790461577524,0.35621,0.643780725686351,-0.035622
357.3574,0.642789841259245,0.35721,0.642780078017716,-0.035722
358.3584,0.641789220699979,0.358211,0.641779430108073,-0.035822
359.3594,0.640788599898979,0.359211,0.640778781956675,-0.035922
360.3604,0.639787978855496,0.360212,0.639778133562773,-0.036022
361.3614,0.638787357568775,0.361213,0.638777484925614,-0.036122
362.3624,0.637786736038061,0.362213,0.637776836044439,-0.036222
363.3634,0.636786114262593,0.363214,0.636776186918491,-0.036322
364.3644,0.635785492241607,0.364215,0.635775537547003,-0.036422
365.3654,0.634784869974335,0.365215,0.634774887929208,-0.036523
366.3664,0.633784247460007,0.366216,0.633774238064336,-0.036623
367.3674,0.632783624697848,0.367216,0.632773587951612,-0.036723
368.3684,0.631783001687079,0.368217,0.631772937590256,-0.036823
369.3694,0.630782378426919,0.369218,0.630772286979487,-0.036923
370.3704,0.629781754916581,0.370218,0.629771636118519,-0.037023
371.3714,0.628781131155276,0.371219,0.628770985006562,-0.037123
372.3724,0.627780507142211,0.372219,0.627770333642824,-0.037223
373.3734,0.626779882876589,0.37322,0.626769682026506,-0.037323
374.3744,0.625779258357609,0.374221,0.625769030156809,-0.037423
375.3754,0.624778633584467,0.375221,0.624768378032927,-0.037523
376.3764,0.623778008556354,0.376222,0.623767725654053,-0.037623
377.3774,0.622777383272458,0.377223,0.622767073019373,-0.037723
378.3784,0.621776757731963,0.378223,0.621766420128071,-0.037823
379.3794,0.620776131934049,0.379224,0.620765766979327,-0.037923
380.3804,0.619775505877891,0.380224,0.619765113572318,-0.038023
381.3814,0.618774879562662,0.381225,0.618764459906214,-0.038124
382.3824,0.61777425298753,0.382226,0.617763805980184,-0.038224
383.3834,0.616773626151659,0.383226,0.616763151793392,-0.038324
384.3844,0.615772999054208,0.384227,0.615762497344998,-0.038424
385.3854,0.614772371694334,0.385228,0.614761842634157,-0.038524
386.3864,0.613771744071189,0.386228,0.613761187660021,-0.038624
387.3874,0.612771116183919,0.387229,0.612760532421738,-0.038724
388.3884,0.61177048803167,0.38823,0.611759876918451,-0.038824
389.3894,0.610769859613579,0.38923,0.6107592211493,-0.038924
390.3904,0.609769230928783,0.390231,0.609758565113419,-0.039024
391.3914,0.608768601976412,0.391231,0.608757908809939,-0.039124
392.3924,0.607767972755593,0.392232,0.607757252237987,-0.039224
393.3934,0.606767343265449,0.393233,0.606756595396686,-0.039324
394.3944,0.605766713505097,0.394233,0.605755938285153,-0.039424
395.3954,0.604766083473651,0.395234,0.604755280902502,-0.039524
396.3964,0.603765453170221,0.396235,0.603754623247842,-0.039625
397.3974,0.602764822593912,0.397235,0.602753965320278,-0.039725
398.3984,0.601764191743824,0.398236,0.60175330711891,-0.039825
399.3994,0.600763560619053,0.399236,0.600752648642835,-0.039925
400.4004,0.599762929218691,0.400237,0.599751989891144,-0.040025
401.4014,0.598762297541825,0.401238,0.598751330862924,-0.040125
402.4024,0.597761665587538,0.402238,0.597750671557257,-0.040225
403.4034,0.596761033354908,0.403239,0.596750011973222,-0.040325
404.4044,0.595760400843008,0.40424,0.595749352109891,-0.040425
405.4054,0.594759768050907,0.40524,0.594748691966334,-0.040525
406.4064,0.593759134977669,0.406241,0.593748031541614,-0.040625
407.4074,0.592758501622353,0.407241,0.592747370834791,-0.040725
408.4084,0.591757867984014,0.408242,0.591746709844918,-0.040825
409.4094,0.590757234061703,0.409243,0.590746048571047,-0.040925
410.4104,0.589756599854463,0.410243,0.589745387012221,-0.041025
411.4114,0.588755965361336,0.411244,0.588744725167481,-0.041126
412.4124,0.587755330581357,0.412245,0.587744063035862,-0.041226
413.4134,0.586754695513556,0.413245,0.586743400616396,-0.041326
414.4144,0.585754060156959,0.414246,0.585742737908107,-0.041426
415.4154,0.584753424510588,0.415247,0.584742074910015,-0.041526
416.4164,0.583752788573456,0.416247,0.583741411621137,-0.041626
417.4174,0.582752152344576,0.417248,0.582740748040483,-0.041726
418.4184,0.581751515822952,0.418248,0.581740084167058,-0.041826
