z,x_e_peebles,x_e_saha,g,tau,r_s_Mpc,r_d_Mpc,T_K,H_z_s
2094.59,1.00302555,1.0,0.0,85.79373,91.747,91.747,5711.5,0.0
2097.1,1.00311257,1.0,0.0,86.074444,91.665,91.665,5718.32,0.0
2099.6,1.00320182,1.0,0.0,86.355289,91.5832,91.5832,5725.14,0.0
2102.1,1.00329335,1.0,0.0,86.636264,91.5015,91.5015,5731.96,0.0
2104.6,1.0033872,1.0,0.0,86.91737,91.42,91.42,5738.78,0.0
2107.11,1.00348344,1.0,0.0,87.198607,91.3387,91.3387,5745.6,0.0
2109.61,1.0035821,1.0,0.0,87.479976,91.2575,91.2575,5752.42,0.0
2112.11,1.00368324,1.0,0.0,87.761478,91.1764,91.1764,5759.24,0.0
2114.61,1.00378692,1.0,0.0,88.043113,91.0955,91.0955,5766.07,0.0
2117.12,1.00389318,1.0,0.0,88.324882,91.0148,91.0148,5772.89,0.0
2119.62,1.00400207,1.0,0.0,88.606785,90.9341,90.9341,5779.71,0.0
2122.12,1.00411366,1.0,0.0,88.888823,90.8537,90.8537,5786.53,0.0
2124.62,1.00422799,1.0,0.0,89.170997,90.7734,90.7734,5793.35,0.0
2127.13,1.00434512,1.0,0.0,89.453307,90.6932,90.6932,5800.17,0.0
2129.63,1.00446511,1.0,0.0,89.735755,90.6132,90.6132,5806.99,0.0
2132.13,1.00458802,1.0,0.0,90.01834,90.5333,90.5333,5813.81,0.0
2134.63,1.0047139,1.0,0.0,90.301064,90.4536,90.4536,5820.63,0.0
2137.14,1.0048428,1.0,0.0,90.583927,90.374,90.374,5827.45,0.0
2139.64,1.0049748,1.0,0.0,90.866929,90.2946,90.2946,5834.27,0.0
2142.14,1.00510994,1.0,0.0,91.150073,90.2153,90.2153,5841.09,0.0
2144.64,1.00524829,1.0,0.0,91.433358,90.1362,90.1362,5847.91,0.0
2147.15,1.00538991,1.0,0.0,91.716786,90.0572,90.0572,5854.73,0.0
2149.65,1.00553485,1.0,0.0,92.000357,89.9784,89.9784,5861.55,0.0
2152.15,1.00568319,1.0,0.0,92.284072,89.8996,89.8996,5868.37,0.0
2154.65,1.00583498,1.0,0.0,92.567931,89.8211,89.8211,5875.19,0.0
2157.16,1.00599029,1.0,0.0,92.851937,89.7427,89.7427,5882.01,0.0
2159.66,1.00614917,1.0,0.0,93.136089,89.6644,89.6644,5888.83,0.0
2162.16,1.0063117,1.0,0.0,93.420389,89.5863,89.5863,5895.66,0.0
2164.66,1.00647793,1.0,0.0,93.704838,89.5083,89.5083,5902.48,0.0
2167.17,1.00664794,1.0,0.0,93.989436,89.4304,89.4304,5909.3,0.0
2169.67,1.00682178,1.0,0.0,94.274185,89.3527,89.3527,5916.12,0.0
2172.17,1.00699952,1.0,0.0,94.559085,89.2751,89.2751,5922.94,0.0
2174.67,1.00718123,1.0,0.0,94.844137,89.1977,89.1977,5929.76,0.0
2177.18,1.00736696,1.0,0.0,95.129344,89.1204,89.1204,5936.58,0.0
2179.68,1.0075568,1.0,0.0,95.414704,89.0433,89.0433,5943.4,0.0
2182.18,1.0077508,1.0,0.0,95.700221,88.9663,88.9663,5950.22,0.0
2184.68,1.00794903,1.0,0.0,95.985895,88.8894,88.8894,5957.04,0.0
2187.19,1.00815155,1.0,0.0,96.271726,88.8126,88.8126,5963.86,0.0
2189.69,1.00835844,1.0,0.0,96.557716,88.7361,88.7361,5970.68,0.0
2192.19,1.00856975,1.0,0.0,96.843867,88.6596,88.6596,5977.5,0.0
2194.69,1.00878556,1.0,0.0,97.13018,88.5833,88.5833,5984.32,0.0
2197.2,1.00900593,1.0,0.0,97.416654,88.5071,88.5071,5991.14,0.0
2199.7,1.00923092,1.0,0.0,97.703293,88.431,88.431,5997.96,0.0
2202.2,1.00946061,1.0,0.0,97.990097,88.3551,88.3551,6004.78,0.0
2204.7,1.00969506,1.0,0.0,98.277067,88.2793,88.2793,6011.6,0.0
2207.21,1.00993432,1.0,0.0,98.564205,88.2037,88.2037,6018.42,0.0
2209.71,1.01017848,1.0,0.0,98.851512,88.1282,88.1282,6025.25,0.0
2212.21,1.01042758,1.0,0.0,99.138989,88.0528,88.0528,6032.07,0.0
2214.71,1.0106817,1.0,0.0,99.426638,87.9776,87.9776,6038.89,0.0
2217.22,1.01094089,1.0,0.0,99.71446,87.9025,87.9025,6045.71,0.0
2219.72,1.01120523,1.0,0.0,100.002456,87.8275,87.8275,6052.53,0.0
2222.22,1.01147476,1.0,0.0,100.290628,87.7527,87.7527,6059.35,0.0
2224.72,1.01174955,1.0,0.0,100.578977,87.678,87.678,6066.17,0.0
2227.23,1.01202966,1.0,0.0,100.867505,87.6034,87.6034,6072.99,0.0
2229.73,1.01231515,1.0,0.0,101.156213,87.529,87.529,6079.81,0.0
2232.23,1.01260608,1.0,0.0,101.445103,87.4546,87.4546,6086.63,0.0
2234.73,1.01290249,1.0,0.0,101.734176,87.3805,87.3805,6093.45,0.0
2237.24,1.01320444,1.0,0.0,102.023433,87.3064,87.3064,6100.27,0.0
2239.74,1.01351199,1.0,0.0,102.312876,87.2325,87.2325,6107.09,0.0
2242.24,1.01382519,1.0,0.0,102.602507,87.1587,87.1587,6113.91,0.0
2244.74,1.01414409,1.0,0.0,102.892327,87.0851,87.0851,6120.73,0.0
2247.25,1.01446873,1.0,0.0,103.182338,87.0115,87.0115,6127.55,0.0
2249.75,1.01479915,1.0,0.0,103.472542,86.9381,86.9381,6134.37,0.0
2252.25,1.01513541,1.0,0.0,103.762939,86.8649,86.8649,6141.19,0.0
2254.75,1.01547755,1.0,0.0,104.053532,86.7917,86.7917,6148.01,0.0
2257.26,1.01582559,1.0,0.0,104.344323,86.7187,86.7187,6154.83,0.0
2259.76,1.01617959,1.0,0.0,104.635312,86.6458,86.6458,6161.66,0.0
2262.26,1.01653957,1.0,0.0,104.926501,86.5731,86.5731,6168.48,0.0
2264.76,1.01690556,1.0,0.0,105.217893,86.5004,86.5004,6175.3,0.0
2267.27,1.0172776,1.0,0.0,105.509489,86.4279,86.4279,6182.12,0.0
2269.77,1.0176557,1.0,0.0,105.801291,86.3555,86.3555,6188.94,0.0
2272.27,1.01803989,1.0,0.0,106.0933,86.2833,86.2833,6195.76,0.0
2274.77,1.01843019,1.0,0.0,106.385517,86.2112,86.2112,6202.58,0.0
2277.28,1.01882661,1.0,0.0,106.677946,86.1392,86.1392,6209.4,0.0
2279.78,1.01922917,1.0,0.0,106.970587,86.0673,86.0673,6216.22,0.0
2282.28,1.01963787,1.0,0.0,107.263442,85.9955,85.9955,6223.04,0.0
2284.78,1.02005272,1.0,0.0,107.556513,85.9239,85.9239,6229.86,0.0
2287.29,1.02047372,1.0,0.0,107.849801,85.8524,85.8524,6236.68,0.0
2289.79,1.02090085,1.0,0.0,108.143309,85.781,85.781,6243.5,0.0
2292.29,1.02133413,1.0,0.0,108.437038,85.7097,85.7097,6250.32,0.0
2294.79,1.02177353,1.0,0.0,108.730989,85.6386,85.6386,6257.14,0.0
2297.3,1.02221903,1.0,0.0,109.025166,85.5676,85.5676,6263.96,0.0
2299.8,1.02267061,1.0,0.0,109.319568,85.4967,85.4967,6270.78,0.0
2302.3,1.02312825,1.0,0.0,109.614198,85.4259,85.4259,6277.6,0.0
2304.8,1.02359191,1.0,0.0,109.909059,85.3553,85.3553,6284.42,0.0
2307.31,1.02406156,1.0,0.0,110.20415,85.2848,85.2848,6291.25,0.0
2309.81,1.02453715,1.0,0.0,110.499474,85.2144,85.2144,6298.07,0.0
2312.31,1.02501864,1.0,0.0,110.795034,85.1441,85.1441,6304.89,0.0
2314.81,1.02550596,1.0,0.0,111.090829,85.0739,85.0739,6311.71,0.0
2317.32,1.02599907,1.0,0.0,111.386863,85.0039,85.0039,6318.53,0.0
2319.82,1.02649789,1.0,0.0,111.683136,84.9339,84.9339,6325.35,0.0
2322.32,1.02700236,1.0,0.0,111.979651,84.8641,84.8641,6332.17,0.0
2324.82,1.02751239,1.0,0.0,112.276409,84.7945,84.7945,6338.99,0.0
2327.33,1.0280279,1.0,0.0,112.573411,84.7249,84.7249,6345.81,0.0
2329.83,1.0285488,1.0,0.0,112.870659,84.6554,84.6554,6352.63,0.0
2332.33,1.029075,1.0,0.0,113.168155,84.5861,84.5861,6359.45,0.0
2334.83,1.02960639,1.0,0.0,113.4659,84.5169,84.5169,6366.27,0.0
2337.34,1.03014286,1.0,0.0,113.763895,84.4478,84.4478,6373.09,0.0
2339.84,1.03068429,1.0,0.0,114.062142,84.3788,84.3788,6379.91,0.0
2342.34,1.03123056,1.0,0.0,114.360643,84.31,84.31,6386.73,0.0
2344.84,1.03178155,1.0,0.0,114.659399,84.2412,84.2412,6393.55,0.0
2347.35,1.0323371,1.0,0.0,114.95841,84.1726,84.1726,6400.37,0.0
2349.85,1.03289709,1.0,0.0,115.257679,84.1041,84.1041,6407.19,0.0
2352.35,1.03346135,1.0,0.0,115.557207,84.0357,84.0357,6414.01,0.0
2354.85,1.03402974,1.0,0.0,115.856994,83.9674,83.9674,6420.84,0.0
2357.36,1.03460208,1.0,0.0,116.157043,83.8992,83.8992,6427.66,0.0
2359.86,1.03517821,1.0,0.0,116.457353,83.8312,83.8312,6434.48,0.0
2362.36,1.03575794,1.0,0.0,116.757927,83.7633,83.7633,6441.3,0.0
2364.86,1.0363411,1.0,0.0,117.058765,83.6954,83.6954,6448.12,0.0
2367.37,1.03692748,1.0,0.0,117.359868,83.6277,83.6277,6454.94,0.0
2369.87,1.0375169,1.0,0.0,117.661237,83.5601,83.5601,6461.76,0.0
2372.37,1.03810915,1.0,0.0,117.962874,83.4926,83.4926,6468.58,0.0
2374.87,1.03870402,1.0,0.0,118.264777,83.4253,83.4253,6475.4,0.0
2377.38,1.03930129,1.0,0.0,118.56695,83.358,83.358,6482.22,0.0
2379.88,1.03990074,1.0,0.0,118.869391,83.2909,83.2909,6489.04,0.0
2382.38,1.04050215,1.0,0.0,119.172102,83.2239,83.2239,6495.86,0.0
2384.88,1.04110527,1.0,0.0,119.475084,83.1569,83.1569,6502.68,0.0
2387.39,1.04170987,1.0,0.0,119.778336,83.0901,83.0901,6509.5,0.0
2389.89,1.04231571,1.0,0.0,120.081859,83.0234,83.0234,6516.32,0.0
2392.39,1.04292254,1.0,0.0,120.385654,82.9568,82.9568,6523.14,0.0
2394.89,1.0435301,1.0,0.0,120.68972,82.8904,82.8904,6529.96,0.0
2397.4,1.04413815,1.0,0.0,120.994058,82.824,82.824,6536.78,0.0
2399.9,1.04474641,1.0,0.0,121.298668,82.7577,82.7577,6543.6,0.0
2402.4,1.04535463,1.0,0.0,121.60355,82.6916,82.6916,6550.43,0.0
2404.9,1.04596254,1.0,0.0,121.908704,82.6256,82.6256,6557.25,0.0
2407.41,1.04656987,1.0,0.0,122.21413,82.5596,82.5596,6564.07,0.0
2409.91,1.04717635,1.0,0.0,122.519827,82.4938,82.4938,6570.89,0.0
2412.41,1.04778171,1.0,0.0,122.825796,82.4281,82.4281,6577.71,0.0
2414.91,1.04838567,1.0,0.0,123.132035,82.3625,82.3625,6584.53,0.0
2417.42,1.04898797,1.0,0.0,123.438545,82.297,82.297,6591.35,0.0
2419.92,1.04958832,1.0,0.0,123.745325,82.2316,82.2316,6598.17,0.0
2422.42,1.05018645,1.0,0.0,124.052375,82.1664,82.1664,6604.99,0.0
2424.92,1.05078208,1.0,0.0,124.359693,82.1012,82.1012,6611.81,0.0
2427.43,1.05137496,1.0,0.0,124.667278,82.0361,82.0361,6618.63,0.0
2429.93,1.0519648,1.0,0.0,124.975131,81.9712,81.9712,6625.45,0.0
2432.43,1.05255133,1.0,0.0,125.28325,81.9063,81.9063,6632.27,0.0
2434.93,1.0531343,1.0,0.0,125.591634,81.8416,81.8416,6639.09,0.0
2437.44,1.05371344,1.0,0.0,125.900283,81.777,81.777,6645.91,0.0
2439.94,1.0542885,1.0,0.0,126.209193,81.7124,81.7124,6652.73,0.0
2442.44,1.05485921,1.0,0.0,126.518366,81.648,81.648,6659.55,0.0
2444.94,1.05542534,1.0,0.0,126.827799,81.5837,81.5837,6666.37,0.0
2447.45,1.05598664,1.0,0.0,127.13749,81.5195,81.5195,6673.19,0.0
2449.95,1.05654286,1.0,0.0,127.44744,81.4554,81.4554,6680.02,0.0
2452.45,1.05709379,1.0,0.0,127.757645,81.3914,81.3914,6686.84,0.0
2454.95,1.0576392,1.0,0.0,128.068104,81.3275,81.3275,6693.66,0.0
2457.46,1.05817887,1.0,0.0,128.378816,81.2637,81.2637,6700.48,0.0
2459.96,1.05871259,1.0,0.0,128.689779,81.2,81.2,6707.3,0.0
2462.46,1.05924017,1.0,0.0,129.000991,81.1364,81.1364,6714.12,0.0
2464.96,1.05976141,1.0,0.0,129.31245,81.0729,81.0729,6720.94,0.0
2467.47,1.06027613,1.0,0.0,129.624155,81.0095,81.0095,6727.76,0.0
2469.97,1.06078415,1.0,0.0,129.936103,80.9462,80.9462,6734.58,0.0
2472.47,1.06128531,1.0,0.0,130.248292,80.883,80.883,6741.4,0.0
2474.97,1.06177946,1.0,0.0,130.560721,80.82,80.82,6748.22,0.0
2477.48,1.06226645,1.0,0.0,130.873387,80.757,80.757,6755.04,0.0
2479.98,1.06274615,1.0,0.0,131.186289,80.6941,80.6941,6761.86,0.0
2482.48,1.06321843,1.0,0.0,131.499423,80.6313,80.6313,6768.68,0.0
2484.98,1.06368318,1.0,0.0,131.812787,80.5687,80.5687,6775.5,0.0
2487.49,1.0641403,1.0,0.0,132.126381,80.5061,80.5061,6782.32,0.0
2489.99,1.06458969,1.0,0.0,132.4402,80.4436,80.4436,6789.14,0.0
2492.49,1.06503127,1.0,0.0,132.754243,80.3813,80.3813,6795.96,0.0
2494.99,1.06546497,1.0,0.0,133.068508,80.319,80.319,6802.78,0.0
2497.5,1.06589074,1.0,0.0,133.382991,80.2568,80.2568,6809.6,0.0
2500.0,1.06630851,1.0,0.0,133.697692,80.1947,80.1947,6816.43,0.0
